"","incident_number","incident_date","call_type_description","location","reporting_district","station","received","cleared","disposition","latitude","longitude","map_point.latitude","map_point.longitude"
"115","21002747",2021-03-06,"Emergency Medical Service (EMS)","2800BLK MAIN ST","E-2S","Station 2 ",2021-03-06 12:46:01,2021-03-06 12:49:24,"Report              ","33.99984451749237","-118.48141848275387","33.9998445174924","-118.481418482754"
"116","21002748",2021-03-06,"Emergency Medical Service (EMS)","2800BLK MAIN ST","E-2S","Station 2 ",2021-03-06 12:53:11,2021-03-06 13:13:25,"Report              ","33.99984451749237","-118.48141848275387","33.9998445174924","-118.481418482754"
"117","21002749",2021-03-06,"Emergency Medical Service (EMS)","600BLK SANTA MONICA BLVD ","E-1","Station 1 ",2021-03-06 13:02:46,2021-03-06 13:15:18,"Report              ","34.018329475118719","-118.49278831921336","34.0183294751187","-118.492788319213"
"118","21002752",2021-03-06,"Emergency Medical Service (EMS)","1400BLK 17TH ST","E-3","Station 3 ",2021-03-06 13:50:42,2021-03-06 14:03:17,"Report              ","34.025713174897128","-118.48207177139247","34.0257131748971","-118.482071771392"
"119","21002755",2021-03-06,"Emergency Medical Service (EMS)","4TH ST / SANTA MONICA BLVD","E-1","Station 1 ",2021-03-06 16:55:08,2021-03-06 17:15:26,"Report              ","34.016413146161284","-118.49515045817309","34.0164131461613","-118.495150458173"
"120","21002756",2021-03-06,"Emergency Medical Service (EMS)","2500BLK 20TH ST","E-5N","Station 5 ",2021-03-06 17:47:02,2021-03-06 18:05:16,"Report              ","34.014230204172591","-118.46506480480912","34.0142302041726","-118.465064804809"
"121","21002758",2021-03-06,"Emergency Medical Service (EMS)","200BLK OCEAN AVE","E-6","Station 1 ",2021-03-06 18:32:05,2021-03-06 18:45:58,"Report              ","34.027033008998728","-118.51511565510084","34.0270330089987","-118.515115655101"
"122","21002760",2021-03-06,"Emergency Medical Service (EMS)","1500BLK 26TH ST","E-3","Station 3 ",2021-03-06 20:19:05,2021-03-06 20:32:18,"Report              ","34.031296752754166","-118.47195549297761","34.0312967527542","-118.471955492978"
"123","21002764",2021-03-06,"Emergency Medical Service (EMS)","1700BLK MICHIGAN AVE","E-3","Station 3 ",2021-03-06 21:50:40,2021-03-06 22:10:21,"Report              ","34.021091386741794","-118.47575647155254","34.0210913867418","-118.475756471553"
"124","21002763",2021-03-06,"Emergency Medical Service (EMS)","1400BLK 16TH ST ","E-3","Station 3 ",2021-03-06 21:50:23,2021-03-06 23:06:55,"Report              ","34.024945286823041","-118.48301883776908","34.024945286823","-118.483018837769"
"125","21002765",2021-03-06,"Emergency Medical Service (EMS)","500BLK OLYMPIC BLVD W","E-1","Station 1 ",2021-03-06 22:56:28,2021-03-06 23:20:18,"Report              ","34.013073554128887","-118.48941315098216","34.0130735541289","-118.489413150982"
"126","21002768",2021-03-07,"Emergency Medical Service (EMS)","1200BLK 9TH ST","E-6","Station 1 ",2021-03-07 00:11:29,2021-03-07 00:29:20,"Report              ","34.022261536680062","-118.49278024535869","34.0222615366801","-118.492780245359"
"127","21002770",2021-03-07,"Emergency Medical Service (EMS)","900BLK 3RD ST","E-6","Station 1 ",2021-03-07 00:51:00,2021-03-07 01:27:02,"Report              ","34.021749309626173","-118.50322907160357","34.0217493096262","-118.503229071604"
"128","21002773",2021-03-07,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-03-07 04:38:05,2021-03-07 04:54:48,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"129","21002775",2021-03-07,"Emergency Medical Service (EMS)","2000BLK 11TH ST","E-2N","Station 2 ",2021-03-07 05:29:46,2021-03-07 05:43:47,"Report              ","34.012630094952264","-118.47924548256407","34.0126300949523","-118.479245482564"
"130","21002776",2021-03-07,"Emergency Medical Service (EMS)","2000BLK 20TH ST","E-5N","Station 5 ",2021-03-07 06:29:26,2021-03-07 07:07:11,"Report              ","34.020175232492278","-118.47008655853357","34.0201752324923","-118.470086558534"
"131","21002777",2021-03-07,"Emergency Medical Service (EMS)","400BLK 18TH ST","E-4","Station 3 ",2021-03-07 07:24:58,2021-03-07 08:08:50,"Report              ","34.038760887154147","-118.4956346169228","34.0387608871541","-118.495634616923"
"132","21002778",2021-03-07,"Emergency Medical Service (EMS)","1100BLK 6TH ST","E-6","Station 1 ",2021-03-07 09:16:39,2021-03-07 09:46:23,"Report              ","34.021334420819166","-118.49721756855931","34.0213344208192","-118.497217568559"
"133","21002786",2021-03-07,"Emergency Medical Service (EMS)","900BLK PICO BLVD","E-2N","Station 2 ",2021-03-07 13:47:43,2021-03-07 14:11:02,"Report              ","34.012888768915964","-118.48183952070787","34.012888768916","-118.481839520708"
"134","21002787",2021-03-07,"Emergency Medical Service (EMS)","1500BLK 2ND ST ","E-1","Station 1 ",2021-03-07 14:04:22,2021-03-07 14:36:16,"Report              ","34.012873236045223","-118.49469210243443","34.0128732360452","-118.494692102434"
"135","21002788",2021-03-07,"Emergency Medical Service (EMS)","1500BLK 2ND ST ","E-1","Station 1 ",2021-03-07 14:41:23,2021-03-07 15:05:07,"Report              ","34.012873236045223","-118.49469210243443","34.0128732360452","-118.494692102434"
"136","21002789",2021-03-07,"Emergency Medical Service (EMS)","400BLK OCEAN AVE","E-6","Station 1 ",2021-03-07 15:31:15,2021-03-07 16:01:36,"Report              ","34.025150512211439","-118.51183051843692","34.0251505122114","-118.511830518437"
"137","21002790",2021-03-07,"Emergency Medical Service (EMS)","1300BLK 20TH ST","E-3","Station 3 ",2021-03-07 15:48:13,2021-03-07 16:20:28,"Report              ","34.029348433412224","-118.48079776393756","34.0293484334122","-118.480797763938"
"138","21002791",2021-03-07,"Emergency Medical Service (EMS)","1100BLK 23RD ST","E-4","Station 3 ",2021-03-07 17:59:13,2021-03-07 18:18:36,"Report              ","34.034809458271788","-118.48155316496555","34.0348094582718","-118.481553164966"
"139","21002793",2021-03-07,"Emergency Medical Service (EMS)","1000BLK 2ND ST","E-6","Station 1 ",2021-03-07 18:24:33,2021-03-07 19:39:21,"Report              ","34.019634427145085","-118.50259910508349","34.0196344271451","-118.502599105083"
"140","21002797",2021-03-07,"Emergency Medical Service (EMS)","1400BLK 4TH ST","E-1","Station 1 ",2021-03-07 22:33:39,2021-03-07 22:58:10,"Report              ","34.015744159401585","-118.49436610228068","34.0157441594016","-118.494366102281"
"141","21002801",2021-03-08,"Emergency Medical Service (EMS)","1400BLK OCEAN AVE ","E-1","Station 1 ",2021-03-08 02:22:28,2021-03-08 02:34:51,"Report              ","34.013424290562163","-118.49722259970113","34.0134242905622","-118.497222599701"
"142","21002803",2021-03-08,"Emergency Medical Service (EMS)","2600BLK EUCLID ST","E-2S","Station 2 ",2021-03-08 03:19:28,2021-03-08 03:51:07,"Report              ","34.0091140276525","-118.47151186413541","34.0091140276525","-118.471511864135"
"143","21002810",2021-03-08,"Emergency Medical Service (EMS)","1000BLK 12TH ST","E-4","Station 3 ",2021-03-08 10:23:19,2021-03-08 11:08:31,"Report              ","34.027300211271395","-118.49314292841925","34.0273002112714","-118.493142928419"
"144","21002811",2021-03-08,"Emergency Medical Service (EMS)","100BLK OCEAN PARK BLVD","E-2S","Station 2 ",2021-03-08 11:23:22,2021-03-08 12:17:59,"Report              ","34.001437244909368","-118.48509695751048","34.0014372449094","-118.48509695751"
"145","21002813",2021-03-08,"Emergency Medical Service (EMS)","3200BLK WILSHIRE BLVD ","E-4","Station 3 ",2021-03-08 12:16:29,2021-03-08 12:39:30,"Report              ","34.040466891407441","-118.47195352554829","34.0404668914074","-118.471953525548"
"146","21002815",2021-03-08,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-03-08 13:03:23,2021-03-08 13:14:41,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"147","21002816",2021-03-08,"Emergency Medical Service (EMS)","1400BLK 3RD STREET PROM","E-1","Station 1 ",2021-03-08 13:36:10,2021-03-08 13:48:03,"Report              ","34.01498071610682","-118.49530735209173","34.0149807161068","-118.495307352092"
"148","21002817",2021-03-08,"Emergency Medical Service (EMS)","2000BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-03-08 13:50:51,2021-03-08 14:06:05,"Report              ","34.011547308572638","-118.48207604688743","34.0115473085726","-118.482076046887"
"149","21002818",2021-03-08,"Emergency Medical Service (EMS)","2200BLK VIRGINIA AVE ","E-5N","Station 5 ",2021-03-08 16:23:35,2021-03-08 16:56:41,"Report              ","34.022070290859993","-118.46872565880054","34.02207029086","-118.468725658801"
"150","21002819",2021-03-08,"Emergency Medical Service (EMS)","1300BLK 17TH ST","E-3","Station 3 ",2021-03-08 16:46:34,2021-03-08 17:28:40,"Report              ","34.027049563881363","-118.4836367205191","34.0270495638814","-118.483636720519"
"151","21002820",2021-03-08,"Emergency Medical Service (EMS)","STEWART ST / PICO BLVD","E-5N","Station 5 ",2021-03-08 17:24:35,2021-03-08 17:51:29,"Report              ","34.0242518901232","-118.46050789300995","34.0242518901232","-118.46050789301"
"152","21002821",2021-03-08,"Emergency Medical Service (EMS)","1300BLK 17TH ST","E-3","Station 3 ",2021-03-08 18:50:57,2021-03-08 19:20:17,"Report              ","34.027049563881363","-118.4836367205191","34.0270495638814","-118.483636720519"
"153","21002823",2021-03-08,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-03-08 20:25:46,2021-03-08 20:35:25,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"154","21002825",2021-03-08,"Emergency Medical Service (EMS)","1200BLK 3RD STREET PROM ","E-6","Station 1 ",2021-03-08 22:00:06,2021-03-08 22:40:45,"Report              ","34.017670630773054","-118.4984524033883","34.0176706307731","-118.498452403388"
"155","21002824",2021-03-08,"Emergency Medical Service (EMS)","400BLK 22ND ST","E-4","Station 3 ",2021-03-08 21:54:36,2021-03-08 22:52:24,"Report              ","34.042240182412783","-118.49134661325843","34.0422401824128","-118.491346613258"
"156","21002826",2021-03-08,"Emergency Medical Service (EMS)","2900BLK PICO BLVD ","E-5N","Station 5 ",2021-03-08 22:32:36,2021-03-08 22:53:53,"Report              ","34.024811404632317","-118.45945428757734","34.0248114046323","-118.459454287577"
"157","21002828",2021-03-09,"Emergency Medical Service (EMS)","100BLK WADSWORTH AVE","E-2N","Station 2 ",2021-03-09 02:52:17,2021-03-09 03:19:17,"Report              ","34.002967152925812","-118.48663378692631","34.0029671529258","-118.486633786926"
"158","21002829",2021-03-09,"Emergency Medical Service (EMS)","CLOVERFIELD BLVD / SANTA MONICA BLVD","E-3","Station 3 ",2021-03-09 03:26:25,2021-03-09 03:46:00,"Report              ","34.0311443988119","-118.47697772585445","34.0311443988119","-118.476977725854"
"159","21002832",2021-03-09,"Emergency Medical Service (EMS)","1300BLK FRANKLIN ST","E-3","Station 3 ",2021-03-09 06:26:34,2021-03-09 07:34:26,"Report              ","34.038553387261082","-118.46943497473789","34.0385533872611","-118.469434974738"
"160","21002834",2021-03-09,"Emergency Medical Service (EMS)","2000BLK PICO BLVD","E-5N","Station 5 ",2021-03-09 07:21:48,2021-03-09 07:34:52,"Report              ","34.019755625339471","-118.46894527656404","34.0197556253395","-118.468945276564"
"161","21002835",2021-03-09,"Emergency Medical Service (EMS)","2200BLK 6TH ST","E-2N","Station 2 ",2021-03-09 08:29:51,2021-03-09 08:44:10,"Report              ","34.008714848269811","-118.48336422502786","34.0087148482698","-118.483364225028"
"162","21002841",2021-03-09,"Emergency Medical Service (EMS)","1300BLK 17TH ST","E-3","Station 3 ",2021-03-09 09:53:27,2021-03-09 10:26:24,"Report              ","34.027049563881363","-118.4836367205191","34.0270495638814","-118.483636720519"
"163","21002846",2021-03-09,"Emergency Medical Service (EMS)","LINCOLN BLVD / SANTA MONICA BLVD","E-1","Station 1 ",2021-03-09 11:08:50,2021-03-09 11:14:59,"Report              ","34.019480799783011","-118.49137049394834","34.019480799783","-118.491370493948"
"164","21002842",2021-03-09,"Emergency Medical Service (EMS)","1200BLK 6TH ST","E-6","Station 1 ",2021-03-09 10:21:07,2021-03-09 11:25:40,"Report              ","34.019965668604968","-118.49561695402277","34.019965668605","-118.495616954023"
"165","21002848",2021-03-09,"Emergency Medical Service (EMS)","1600BLK OCEAN PARK BLVD ","E-5S","Station 5 ",2021-03-09 12:39:46,2021-03-09 13:10:51,"Report              ","34.000925122786981","-118.48583456809156","34.000925122787","-118.485834568092"
"166","21002850",2021-03-09,"Emergency Medical Service (EMS)","3200BLK WILSHIRE BLVD ","E-4","Station 3 ",2021-03-09 13:09:46,2021-03-09 13:21:51,"Report              ","34.040466891407441","-118.47195352554829","34.0404668914074","-118.471953525548"
"167","21002851",2021-03-09,"Emergency Medical Service (EMS)","2900BLK 4TH ST","E-2S","Station 2 ",2021-03-09 13:35:09,2021-03-09 14:08:41,"Report              ","34.000829432958454","-118.47832930019652","34.0008294329585","-118.478329300197"
"168","21002856",2021-03-09,"Emergency Medical Service (EMS)","2600BLK CENTINELA AVE","E-5N","Station 5 ",2021-03-09 14:33:37,2021-03-09 15:19:00,"Report              ","34.024271941925043","-118.44977627723601","34.024271941925","-118.449776277236"
"169","21002853",2021-03-09,"Emergency Medical Service (EMS)","1800BLK WILSHIRE BLVD","E-4","Station 3 ",2021-03-09 14:19:34,2021-03-09 15:25:11,"Report              ","34.03022749017299","-118.48459028855058","34.030227490173","-118.484590288551"
"170","21002859",2021-03-09,"Emergency Medical Service (EMS)","2700BLK OCEAN PARK BLVD","E-5N","Station 5 ",2021-03-09 15:57:35,2021-03-09 16:10:14,"Report              ","34.017995553382548","-118.45731656009963","34.0179955533825","-118.4573165601"
"171","21002860",2021-03-09,"Emergency Medical Service (EMS)","1300BLK 6TH ST ","E-1","Station 1 ",2021-03-09 16:02:05,2021-03-09 16:28:59,"Report              ","34.018615809296556","-118.49404154649655","34.0186158092966","-118.494041546497"
"172","21002861",2021-03-09,"Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ",2021-03-09 16:05:53,2021-03-09 16:39:22,"Report              ","34.004872283578756","-118.48923395150713","34.0048722835788","-118.489233951507"
"173","21002862",2021-03-09,"Emergency Medical Service (EMS)","1100BLK 3RD ST","E-6","Station 1 ",2021-03-09 17:06:53,2021-03-09 17:29:03,"Report              ","34.0190350250185","-118.50005243245406","34.0190350250185","-118.500052432454"
"174","21002863",2021-03-09,"Emergency Medical Service (EMS)","15TH ST / ARIZONA AVE","E-4","Station 3 ",2021-03-09 17:21:21,2021-03-09 17:37:08,"Report              ","34.026183926237941","-118.48630792272034","34.0261839262379","-118.48630792272"
"175","21002865",2021-03-09,"Emergency Medical Service (EMS)","2200BLK VIRGINIA AVE ","E-5N","Station 5 ",2021-03-09 19:06:07,2021-03-09 19:20:50,"Report              ","34.022070290859993","-118.46872565880054","34.02207029086","-118.468725658801"
"176","21002866",2021-03-09,"Emergency Medical Service (EMS)","2200BLK COLORADO AVE","E-3","Station 3 ",2021-03-09 20:22:33,2021-03-09 20:40:00,"Report              ","34.027224070625465","-118.47537644528276","34.0272240706255","-118.475376445283"
"177","21002868",2021-03-09,"Emergency Medical Service (EMS)","11TH ST / WILSHIRE BLVD","E-6","Station 1 ",2021-03-09 21:05:29,2021-03-09 21:05:46,"Cancelled           ","34.024476791312061","-118.49167929469338","34.0244767913121","-118.491679294693"
"178","21002873",2021-03-09,"Emergency Medical Service (EMS)","1300BLK 15TH ST ","E-3","Station 3 ",2021-03-09 23:55:55,2021-03-10 00:07:45,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"179","21002875",2021-03-10,"Emergency Medical Service (EMS)","1700BLK OCEAN AVE","E-2N","Station 2 ",2021-03-10 04:19:31,2021-03-10 04:28:41,"Report              ","34.008964543296742","-118.49200823158014","34.0089645432967","-118.49200823158"
"180","21002876",2021-03-10,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD","E-2N","Station 2 ",2021-03-10 04:44:27,2021-03-10 05:11:26,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"181","21002877",2021-03-10,"Emergency Medical Service (EMS)","700BLK RAYMOND AVE","E-2S","Station 2 ",2021-03-10 04:49:20,2021-03-10 05:23:39,"Report              ","34.004677569483768","-118.47476673680205","34.0046775694838","-118.474766736802"
"182","21002883",2021-03-10,"Emergency Medical Service (EMS)","1100BLK 3RD ST","E-6","Station 1 ",2021-03-10 08:56:58,2021-03-10 09:14:53,"Report              ","34.0190350250185","-118.50005243245406","34.0190350250185","-118.500052432454"
